Date,^DJI,AMZN,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WMT,DIS
2014-08-12 00:00:00-04:00,-0.0005697898236999,0.003109949513651,0.0014950074760538,-0.0030783675465683,-0.0002082397305133,-0.0027318413570943,-0.0016268992934215,-0.0031704750967013,-0.004854950353567,-0.0007538411020996,0.0004824558348599,-0.0026838367450039,-0.0006937489936418,0.0033316057554639,-0.005239139680412,0.0027799195681725,0.0005324672342803,0.0003207324547604,0.0021338761158178,0.0065306242797387,0.0074074619639878,-0.0042823277510132,-0.0007364448241049,0.0047429084529837,0.0043820655479196,-0.0386367328441198,0.0034929022984075,-0.0013296773759019,-0.001882904446408,-0.0033141653425411
2014-08-13 00:00:00-04:00,0.0055107939666441,0.0217962909558508,0.0036750480810416,0.008075083805983,0.0132330867681116,0.0125340931660284,0.007955730067918,0.0019876808181229,0.0040129443074499,0.000231960880227,0.0024122762233802,0.0146381332869982,0.0032562487796599,0.0292786801394775,0.0110302839878961,0.0065524855339538,0.0065663095290289,0.0042750968286642,0.0065305336858312,0.014378243269977,0.0128678441055511,0.0067770964659004,0.0007369875747897,0.0019763030975554,0.0160804235017875,0.0013269664279742,0.001637736430317,0.00728916391598,-0.0025598409580206,0.004471999488772
2014-08-14 00:00:00-04:00,0.0037100670183709,0.0212394516506855,-0.0014877143475188,0.0354953494232661,0.0026738177950367,0.0174618372292902,0.0047543842379056,-0.0261905350947373,-0.0050155323097149,0.0020884521544006,0.0089025542393594,0.0012726346605571,-0.0003722014301126,-0.0046921839422402,0.0027520855332368,0.0060090485790098,0.004583916823994,-0.0031924367111899,0.0038081830294665,0.0160761290823452,0.0043101213433964,0.0006470174713484,0.0057680515648055,0.0104088824928965,0.0038037379396633,0.0130631880169973,0.0016353153667079,0.0051555113566612,0.0048631350033594,0.011529536096388
2014-08-15 00:00:00-04:00,-0.0030316617767199,0.0012604609096842,-0.0076772309869984,0.0071289967147105,0.0049232576897457,-0.0076543705265907,0.0007575676540667,-0.004482363926112,0.0016680063571063,-0.0048051502931314,-0.0020270494303827,-0.0016950021668262,-0.0026616335126652,0.0067763977486177,-0.0083314299344873,0.0174217418715474,-0.004036259220951,0.001387523988531,-0.0029508830724264,-0.0028922984928082,0.011746290887395,-0.0021992754250746,-0.002074359442227,-0.0009764068622523,-0.0042777367689497,0.0022426134883393,-0.004081389417889,-0.0109639746976432,-0.0065868486380348,0.0075614070836589
2014-08-18 00:00:00-04:00,0.0105521830506329,0.0026976037942307,0.0064665471161413,0.0031628986898439,0.0120431776553968,0.014777396190448,0.0117266466869894,0.0081867578508394,0.0015861720606897,0.0154162949776059,-0.0011950406331059,0.0109309316833734,0.0105672884376375,0.0070237135555746,0.0151232407091685,0.0114968599003466,0.00845811272087,0.0049052506013416,0.0155017577454714,-0.0032420000172136,0.0071442028403321,0.0184107007927767,0.0080706820062403,0.0093350895031598,0.0106787540024462,0.0139847574154945,-0.0004099144873727,0.0196493881858412,0.0079835015709048,0.0077283318230112
2014-08-19 00:00:00-04:00,0.0048014048705349,0.0017936022144013,0.0110142125151908,-0.001501328915616,0.0138161552752151,0.0048009011816496,0.002991290897921,0.0004059504090216,0.0105300820878302,-0.003380557948446,0.0555092083912001,-0.0009495910200807,0.0037496381680817,-0.002034146344656,0.002531305072563,-0.0021768000747359,0.0057661155429888,0.0021219512041501,0.0009022864668566,0.0083877606046831,0.0111532410074008,-0.0005095034941104,0.0030323780733489,-0.000860478459428,0.0137237935292047,0.0106656737016772,-0.0016398797751915,0.0031725778340292,0.0052355568756841,0.0013339600085029
2014-08-20 00:00:00-04:00,0.0035190578598449,0.0019395048417616,0.0041988886215253,-0.0025565191388913,0.0003978416832561,0.0140945915874572,0.003727892292781,0.0028408173601317,-0.0010970557164196,0.0004027663859216,0.0285618137031409,0.0110850605457704,0.0001573943754946,0.0046592458303065,0.002428168902661,-0.0002420626199673,0.0013895567675812,-0.0027529887856638,0.0084031974231364,0.0096759179332777,-0.0083827733634045,0.0050948080295583,0.0014510308759265,0.0021528424216965,-0.0004793965438938,0.0078238090372202,0.0024635699695521,0.0055814174407153,0.0010685536665717,-0.0027750101253878
2014-08-21 00:00:00-04:00,0.0035549154724061,-0.0085472260510952,0.0073454476952483,-0.0011301262946197,9.950620684895384e-05,0.0011777165609518,0.0025069560019237,0.0072846125188923,0.0034516242993842,0.0064351809315748,0.0044076477257475,0.0017753523432861,0.0059441559944619,0.0188409662272757,0.0094954473869077,0.0038785775063343,0.0149203244027003,0.003609531903701,-0.0006914634510919,-0.0105920591747294,0.006006438612095,0.0003803033759679,0.005675840788665,0.0089140272238681,0.0040753335305676,0.0057772551701036,0.0010247205718265,-0.0020815467650867,0.0078708887291365,0.0060104821424684
2014-08-22 00:00:00-04:00,-0.0022459316988718,-0.0039650346348978,-0.0029169525233205,0.002188003715775,0.0073574361286619,-0.0003136607874881,-0.0061130886665109,-0.0096425044059179,-0.0064096909000267,0.0018271838851953,-0.001316259467146,-0.0039609034913632,-0.0042877825788411,-0.0059746044605396,-0.0037686529982713,-0.0070029310621325,-0.000170903634691,-0.0008458899815519,-0.0025609945380231,0.0054379824826915,-0.0015476974959013,0.0044337816088699,0.0013208859290303,-0.0020226889383235,0.0001191546829382,0.0734159016673301,-0.0047065249892672,0.00157615477098,0.0023825071769094,0.0012172496112372
2014-08-25 00:00:00-04:00,0.0044495885807831,0.0073283279836611,0.0079883529497755,0.0148322376276699,0.0021708985409034,0.0068257426276914,0.006150688369876,0.002028740365044,0.0057430932930266,0.0136776724226668,0.0018670704992713,0.0026164709180425,0.0039387897127731,-0.0037205391666421,0.0012608731829466,0.007052317958625,0.0145322169276338,-0.0001060090807462,0.0039551835257731,0.0094638987984905,0.0004426874600886,0.0090806328446819,0.0017986388862449,0.0057599695005094,0.0054905410622514,-0.0095317587107204,0.0104851708122497,-0.0003241410319453,-0.000528464649981,-0.0012157697160231
2014-08-26 00:00:00-04:00,0.0017468118938754,0.0233817801326476,-0.0049111620314491,0.0183989870685676,-0.0064010464819264,0.0021040293248659,0.000832975607117,0.004453220799045,0.0032069658142015,0.0001685521268262,0.0047153653477141,-0.0031316531917896,0.0095734032704013,-0.0002872530385851,0.0020345272173392,0.0045884785981329,0.0067408173248426,-0.0034945847921603,-0.0006911612721935,0.0078687050768035,-0.0035422988620433,-0.0066239762851267,-0.0019156287163251,-0.0009544631498117,0.010446526546805,0.0069221678530757,0.0020344664046971,0.0032867042645714,-0.002246076733764,-0.0039830788714328
2014-08-27 00:00:00-04:00,0.0008950029856267,0.0039493941881523,0.0010094867163563,0.0040796517855028,0.0122905300724414,-0.0031105964687443,0.0045347910121653,-0.0004032154619408,0.0030410711689736,0.0025939129647796,0.0026189379178782,0.0006286263008346,-0.0038346951436117,-0.0002874793882023,-0.0021271047939372,0.0,-0.0025106810701436,0.0057381305244132,-0.0045639753169354,0.0013293689534052,-0.0031104309860509,0.0030195337287131,-0.0008392635462382,0.0059448610095749,0.0148027360000535,-0.0010059908509548,0.0036548848710309,0.0018456973459577,0.0043698517637609,0.0038880912841041
